Name;Location;"Number of Islands (approx.)";"Island Details";"Type of Islands";"Surface Area (km&sup2;)";Terrain;"Highest Elevation (m)";"Highest Elevation (name)";"Isolation Index";"Climate Risk Index Rank (1993-2012)";"Mean Sea Level Trends (mm/year)";"Mean Sea Level (meta)";"Population (total)";"Census Year [Population (total)]";"Population Density (p/km²)";"Census Year [Population Density (p/km²)]";"Population Growth (annual %)";"Census Year [Population Growth (annual %)]";"GDP (per capita in current US$)";"Census Year (GDP)";"Dominant Economic Sectors";HDI;"Census Year (HDI)";Administration;Miscellaneous;
"Saint Kitts and Nevis";Caribbean;2;"2 inhabitated islands + 1uninhabitated islet ";"oceanic, volcanic";260.00;"volcanic with mountainous interiors";1,156.0;"Mount Liamuiga";41;47;0.00;;52,402;2010;201.5;2010;1.248;2010;12,847;2010;tourism;0.745;2010;"independent (parliamentary democracy and a Commonwealth realm)";"With coastlines in the shape of a baseball bat and ball, the two volcanic islands are separated by a 3-km-wide channel called The Narrows; on the southern tip of long, baseball bat-shaped Saint Kitts lies the Great Salt Pond; Nevis Peak sits in the center of its almost circular namesake island and its ball shape complements that of its sister island"
"Saint Lucia";Caribbean;1;"main island + approx. 5 uninhabitated islets";"oceanic, volcanic";620.00;"volcanic and mountainous with some broad, fertile valleys";950.0;"Mount Gimie";41;45;0.00;;174,000;2010;285.2;2010;0.941;2010;6,947;2010;"offshore banking, tourism";0.723;2010;"independent (parliamentary democracy and a Commonwealth realm)";"The twin Pitons (Gros Piton and Petit Piton), striking cone-shaped peaks south of Soufriere, are one of the scenic natural highlights of the Caribbean"
"Saint Vincent and the Grenadines";Caribbean;32;"main island + 31 smaller islands";"oceanic, volcanic";390.00;"volcanic and mountainous";1,234.0;" La Soufriere";37;80;0.00;;109,333;2010;280.3;2010;0.059;2010;6,172;2010;"bananas, construction, remittances, tourism";0.731;2010;"independent (parliamentary democracy and a Commonwealth realm)";"1. Soufriere volcano on the island of Saint Vincent is a constant threat 2. The administration of the islands of the Grenadines group is divided between Saint Vincent and the Grenadines and Grenada"
Samoa;Pacific;10;"2 main islands + 2 smaller inhabitated islands + six uninhabitated islands";"oceanic, volcanic";2,840.00;"two main islands (Savaii, Upolu) and several smaller islands and uninhabited islets; narrow coastal plain with volcanic, rocky, rugged mountains in interior";1,857.0;"Mount Silisili";87;71;0.00;;183,081;2010;64.7;2010;0.372;2010;3,388;2010;"automotive components, beer, copra, remittances, tourism";0.699;2010;"independent (parliamentary democracy including traditional Samoan structures)";"Occupies an almost central position within Polynesia"
"São Tomé und Príncipe";Atlantic;3;"main island + 2 smaller islands";volcanic;964.00;"volcanic and mountainous";2,024.0;"Pico de Sao Tome";39;178;0.00;;186,817;2013;700.5;2008;1.940;2013;2,300;2013;cocoa;0.520;2010;"independent (republic)";"The two main islands form part of a chain of extinct volcanoes and both are mountainous"
"Sarichef Island   ";"Arctic Ocean";1;"Part of a 100 km-long system of flat barrier islands along the Chukchi Sea-facing coast of Alaska.";continental;7.20;"Long and narrow coastal island with low-lying, flat and barren terrain.";6.0;-;-99;31;-99.00;-;607;2014;84.3;2014;1.675;2014;10,487;2010;fishing;0.910;2010;"dependent (territory of the US)";"Global climate change is doubtlessly one of the most debated issues of our time. Apart from other impacts, the IPCC and other institutions are forecasting sea level rise that could massively threaten populations in coastal areas. Small islands are particularly vulnerable on account of their geographical specificities, such as their small size, long coastlines, particularly sensitive ecosystems, and issues surrounding food security and freshwater supply. Moreover, small island societies usually lack the necessary financial means to effectively protect themselves from the impacts of sea level rise and extreme weather events. So far, the public discourse surrounding the impacts of climate change on small islands has almost exclusively focused on warm coral islands and atolls in the tropics, such as Tuvalu or the Maldives.  Sarichef Island highlights the fact that cold islands can be just as badly affected by climate change as their warmer cousins. The ssland is only seven kilometres in length and part of a 100 km-long system of barrier islands. It is situated on the Bering Strait which for a long time separated two rivalling superpowers; the International Date Line still runs through it. The island was given its current name by the Baltic-German explorer Otto von Kotzebue; he named it after his Vice Admiral in 1816 and claimed it for the Russian Tsar. At that time, the island had already been inhabited for about 200 years by the Iñupiat who had a settlement there and almost exclusively subsisted on whaling, fishing and sealing. Already then, the flat island was potentially highly vulnerable to storm surges and extreme weather events. But the sea ice, present nearly all year round, acted as a powerful protective shield against the surging waves. Additionally, the houses of the indigenous population were erected on permafrost soil which is not susceptible to erosion.  Today, this natural defence has all but disappeared. In northern climes global warming is making itself felt at double the global average. As a consequence, more and more sea ice is melting, affording less and less protection to the island from storm surges. Moreover, the permafrost is thawing, rendering the coastline highly susceptible to erosion which is in turn exacerbated by rising sea levels. Despite artificial coastal defences the island is therefore losing 3.3 metres of land a year, and many houses and roads have already been washed away.  There is mounting evidence that the island will become uninhabitable in only a few decades’ time. For this reason, the majority of the 600 inhabitants voted to move their village to the nearby mainland in a 2016 referendum. At this stage, however, it is entirely unclear how this will be financed: The responsible authorities have made available a meagre $8 million out of the $200 million needed, so it is unlikely that the resettlement will take place any time soon. The heated debate surrounding the future of the small island society shows that the devastating effects of climate change have firmly arrived in the northern hemisphere."
Seychelles;"Indian Ocean";116;"2 groups of islands: Inner Islands and Outer Islands; 41 granitic and about 75 coralline islands";"continental, coral";460.00;"Mahe Group is granitic, narrow coastal strip, rocky, hilly; others are coral, flat, elevated reefs";905.0;"Morne Seychellois";77;168;0.00;;86,525;2010;188.1;2010;-0.889;2010;11,130;2010;"fishing, tourism";0.799;2010;"independent (republic)";"The smallest country in Africa"
Singapore;"Pacific, Indian Ocean";59;"main island + 58 smaller islands";continental;710.00;"lowland; gently undulating central plateau contains water catchment area and nature preserve";166.0;"Bukit Timah";3;174;0.00;;5,076,700;2010;7,252.4;2010;1.771;2010;41,987;2010;"exports, finacial sector";0.892;2010;"independent (parliamentary republic)";"Focal point for Southeast Asian sea routes"
"Sint Maarten";Caribbean;1;"southern part of St.Martin + 4 uninhabitated rocks";"oceanic, volcanic";34.00;"low, hilly terrain, volcanic origin";386.0;"Mount Flagstaff";42;70;0.00;;39,689;2013;0.0;2010;1.510;2013;15,400;2008;tourism;0.000;2010;"dependent (constituent country within the Kingdom of the Netherlands; full autonomy in internal affairs granted in 2010; Dutch Government responsible for defense and foreign affairs)";" In a 2000 referendum, the citizens of Sint Maarten voted to become a self-governing country within the Kingdom of the Netherlands. The change in status became effective in October of 2010 with the dissolution of the Netherlands Antilles. the northern border is shared with the French overseas collectivity of Saint Martin; together, these two entities make up the smallest landmass in the world shared by two self-governing states"
"Solomon Islands";Pacific;998;"6 main islands + 992 smaller islands and attols";"oceanic, coral, volcanic";28,900.00;"mostly rugged mountains with some low coral atolls";2,310.0;" Mount Popomanaseu";75;91;2.80;"Time span: 1974-2011; Completeness: 98%; Station ID: 1373 & 1861";538,148;2010;19.2;2010;2.640;2010;1,261;2010;"bauxite, copper, fishing, gold, zinc";0.522;2010;"independent (parliamentary democracy and a Commonwealth realm)";"Ethnic violence, government malfeasance, and endemic crime have undermined stability and civil society. In June 2003, then Prime Minister Sir Allan KEMAKEZA sought the assistance of Australia in reestablishing law and order; the following month, an Australian-led multinational force arrived to restore peace and disarm ethnic militias. The Regional Assistance Mission to the Solomon Islands (RAMSI) has generally been effective in restoring law and order and rebuilding government institutions."
Süderoog;"North Sea";1;"Hallig (flat marsh island with man-made dwelling mound); belongs to the German island group Nordfriesische Inseln";continental;0.62;"low-lying, flat plain which is flooded by the sea during storm surges; house on man-made dwelling mound";3.0;-;;32;0.00;;2;2013;3.0;2013;0.000;;;;"no economic activity";0.000;;"dependent (territory of Germany)";-
Südfall;"North Sea";1;"Hallig (flat marsh island with man-made dwelling mound); belongs to the German island group Nordfriesische Inseln";continental;0.56;"low-lying, flat plain which is flooded by the sea during storm surges; one man-made dwelling mound";3.0;-;;32;0.00;;2;2013;3.0;2013;0.000;;;;"no economic activity";0.000;;"dependent (territory of Germany)";"Until 1953 SÃ¼dfall was private property and the residence of the countess Diana von Reventlow-Criminil"
Suriname;Atlantic;;"mainland area";continental;163,820.00;"mostly rolling hills; narrow coastal plain with swamps";1,230.0;unnamed;;160;0.00;;524,636;2010;3.4;2010;0.914;2010;8,292;2010;"alumina, gold, oil";0.679;2010;"independent (constitutional democracy)";"smallest independent country on South American continent; mostly tropical rain forest; great diversity of flora and fauna that, for the most part, is increasingly threatened by new development; relatively small population, mostly along the coast"
Sylt;"North Sea";1;"belongs to the German island group Nordfriesische Inseln; connected with mainland by the Hindenburgdamm";continental;89.50;"low-lying, flat plains in the interior; sandy beaches and sand dunes at the west coast and in the north";53.0;Uwe-Düne;8;32;0.00;;20,852;2010;210.0;2010;0.000;;;;tourism;0.000;;"dependent (territory of Germany)";"Largest German north sea island; German Wadden Sea between the east coast of Sylt and the mainland"
Ternate;Pacific;1;"belongs to the Malaku Islands in eastern Indonesia";"oceanic, volcanic";112.30;"The topography of the island is dominated by a central stratovolcano surrounded by manly flat and fertile coastal areas which are protected by an almost closed belt of coral reefs.";1,715.0;Gamalama;-99;72;-99.00;-;176,000;2010;1,667.0;2010;-99.000;2010;8,900;2010;"agriculture, fishing, tourism";0.620;2010;"dependent (territory of Indonesia)";"Numerous islands could be chosen to exemplify the topic of islands as outposts of globalisation. Ternate impressively demonstrates how the interaction of historical, political and geographical forces can turn islands into central nodes of power, pawns in the game or else peripheries of global events. Centuries before the term ‘globalisation’ first found mention in scientific publications, international connections developed within various realms of human existence. The so-called transatlantic trade triangle not only enabled the exchange of resources between three global regions (mostly precious metals, sugar, arms and slaves), but also led to fundamental shifts within societies, political power structures and ecologies. In the Caribbean, multi-cultural population structures developed as a result of indigenous, European and African influence; in Europe, new crops began to arrive that nobody had ever heard of before. In a nutshell, globalisation began long before it became known as such. Islands have always played an important role in this global exchange as “outposts of globalisation”. Ternate can confidently be termed a hub of the early global economy. For a long time it even held a worldwide monopoly on certain agricultural products. European and Chinese economic interests met here, and the island also witnessed a form of cultural expansion when a Muslim Sultanate became established as early as the 13th century, about 10,000 km away from Mecca. Although the volcanic island steeply rises from the sea, its area of merely 112 km² makes it tiny compared to its neighbours. It takes a leisurely 45 minutes to do a full circle on the coastal ring road. Nevertheless, for a long period the island was a centre of economic, political and cultural power. It played a central part in establishing the Muslim faith in the eastern part of what is now the world’s largest Muslim country. Clever diplomacy also enabled the island to stand up to foreign political interests whilst benefitting from a considerable share in the global spice trade.  For nearby China, Ternate was an outpost of the world of spices and of the Chinese trading empire. The Portuguese Francisco Serrão was the first European to arrive here in 1513. Eight years later the legendary explorer Ferdinand Magellan briefly stopped over on the island during his circumnavigation. Although the ruling Sultan allowed the construction of a Portuguese fort as a regional trading base and military stronghold, he did not cede any territorial authority to the Europeans. The two leading maritime powers of the time, Spain and Portugal, competed for the trading monopoly with the countries just discovered far from home. Local power elites made clever use of this conflict of interest. From 1529 onwards neither party was tolerated any longer by the Sultanates, giving room to the rise of another significant actor in the early global economy: The Dutch East India Company. The Dutch, however, went home every year, returning with fresh troops only the following year. The Spanish made use of their absence by repeatedly spreading out on the island. According to legend, a local Chinese merchant defused tensions between the European powers by cleverly dividing the island, giving the North to the red-heads and the South to the white-necks. In the early 17th century the Dutch ousted the Sultan’s family from power and began the large-scale cultivation of cloves with the intention of creating a monopoly. At that time, the islands had already become known in Europe as the “Spice Islands”. The name of Ternate would have been known to overseas traders around the world. Today only few people have even heard of the archipelago. With its economic decline in the 19th century the island too lost its significance. During the Second World War it was occupied by Japan; after decolonisation it became part of the largest island state of the world, sealing its fate as a peripheral outpost of the world. Volcanologists still appreciate the island as its central volcano, rising a proud 1,715 metres above sea level, is one of the most active in the region. With a total of 176,000 inhabitants (2010) the island is also relatively densely populated."
Timor-Leste;Pacific;3;"eastern part of Timor + 2 smaller islands";volcanic;14,870.00;mountainous;2,963.0;"Foho Tatamailau";32;176;0.00;;1,142,502;2010;76.8;2010;2.880;2010;766;2010;"agriculture, timber";0.565;2010;"independent (republic)";"East Timor became the first new sovereign state of the 21st century on May 20, 2002."
"Tiran & Sanafir";"Indian Ocean";2;"Two uninhabited and sandy desert islands in the Straits of Tiran which separate the Gulf of Aqaba from the Red Sea.";continental;97.60;"mountainous dry desert";524.0;"Dschabal Tīrān on Tiran";7;121;-99.00;-;;2010;0.0;2010;-99.000;2010;-99;2010;tourism;0.803;2010;"dependent (territory of Saudi Arabia)";"Two desolate mounds of sand or key geopolitical nodes? Approaching the Tiran and Sanafir in a boat without any prior knowledge, it is hard to imagine that the two bare and dusty elevations whose arid surfaces resemble an inhospitable moon landscape could hold any political significance at all. A brief look through the history books, however, quickly reveals the enormous geostrategic relevance of the two neighbouring islands. In 1956 the two islands were occupied by the troops of Israel – a state that had only existed for eight years by then. The purpose was to secure the supply of oil for its European allies. Relations between the states involved in this conflict (Suez War) remained tense and escalated eleven years later into the Six-Day War. Once again, the casus belli for the military conflict was the occupation of the two islands – this time by the troops of Egypt, cutting off its regional arch enemy’s access to the Indian Ocean. The world had become divided into blocks by then, and both blocks held their breath. The closure of the strait between the two islands was regarded as a clear breach of the 1958 UNCLOS convention which granted freedom of navigation to all nations of the world. In later decades all went quiet on the two islands. They are still not inhabited by civilians, but 1,900 soldiers and twelve multinational peace keepers and the Multinational Force and Observers (MFO) are stationed there. In April 2016 the islands suddenly leapt back to international attention when Egypt made to give them to Saudi Arabia as a sort of diplomatic gift. The islands are likely to remain a talking point. Despite the continuing territorial uncertainties, there are plans to link the two islands with a bridge spanning 32 km, creating another land link between Africa and Asia. The associated road and rail links will also run across Tiran. It is questionable whether the regional powers will really warm to this gigantic construction project which will yet again shift the geopolitical architecture of the wider region. "
Tonga;Pacific;169;"archipelago of 169 islands (36 inhabited)";"oceanic, coral, volcanic";750.00;"most islands have limestone base formed from uplifted coral formation; others have limestone overlying volcanic base";1,003.0;"unnamed on Kao Island";103;50;0.00;;104,058;2010;144.5;2010;0.519;2010;3,544;2010;"remittances, tourism";0.709;2010;"independent (constitutional monarchy)";"Tonga - unique among Pacific nations - never completely lost its indigenous governance. Today, Tonga remains the only monarchy in the Pacific; frequent earthquakes and volcanic activity on Fonuafo'ou"
"Trinidad & Tobago";Caribbean;2;-;continental;5,130.00;"mostly plains with some hills and low mountains";940.0;"El Cerro del Aripo";15;158;0.00;;1,341,465;2010;261.5;2010;0.382;2010;15,614;2010;"gas, oil";0.758;2010;"independent (parliamentary democracy)";"Pitch Lake, on Trinidad's southwestern coast, is the world's largest natural reservoir of asphalt"
"Turks and Caicos Islands";Atlantic;40;"8 inhabited islands + approx. 32 uninhabited islands grouped into 2 archipelagos";coral;950.00;"low, flat limestone; extensive marshes and mangrove swamps";48.0;"Flamingo Hill";41;;0.00;;30,993;2010;32.6;2010;2.436;2010;29,100;2007;"offshore financial services, tourism";0.873;2008;"dependent (overseas territory of the UK)";"destination and transit point for illegal Haitian immigrants bound for the Turks and Caicos Islands, The Bahamas, and the US"
Tuvalu;Pacific;9;"island group consisting of nine coral atolls";"oceanic, coral";30.00;"low-lying and narrow coral atolls";5.0;unnamed;82;;3.74;"Time span: 1977-2011; Completeness: 96%; Station ID: 1452 & 1839";9,827;2010;327.6;2010;0.214;2010;3,238;2010;"copra, fishing, leasing of its "".tv"" Internet domain name, remittances";0.000;2010;"independent (parliamentary democracy and a Commonwealth realm)";"One of the smallest and most remote countries on Earth; six of the nine coral atolls - Nanumea, Nui, Vaitupu, Nukufetau, Funafuti, and Nukulaelae - have lagoons open to the ocean; Nanumaya and Niutao have landlocked lagoons; Niulakita does not have a lagoon"
"U.S. Virgin Islands";Caribbean;34;"3 main islands +31 smaller islands";"coral, volcanic";350.00;"mostly hilly to rugged and mountainous with little level land";474.0;"Crown Mountain";;31;1.74;"Time span: 1977-2006; Completeness: 80%; Station ID: 1447";109,750;2010;313.6;2010;-0.054;2010;14,500;2004;tourism;0.000;2010;"dependent (territory of the US)";"Important location along the Anegada Passage - a key shipping lane for the Panama Canal; Saint Thomas has one of the best natural deepwater harbors in the Caribbean"
Usedom;"Baltic Sea";1;"The majority of the island belongs to Germany, a smaller part in the East of the island belongs to Poland. However, the surface area of the German part of Usedom makes it to the second largest island of the country. ";continental;445.00;"Partly flat, partly steep coastline";69.0;Golm;;32;0.00;;76,500;2010;172.0;2010;0.000;;;;tourism;0.000;;"dependent (territory of Germany and Poland)";
Vanuatu;Pacific;83;"65 inhabited";"oceanic, volcanic";12,190.00;"mostly mountainous islands of volcanic origin; narrow coastal plains";1,877.0;"Tabwemasan - on Espiritu Santo";62;141;0.00;;239,651;2010;19.7;2010;2.476;2010;2,833;2010;"agriculture, fishing, offshore financial services, tourism";0.623;2010;"independent (parliamentary republic)";"A Y-shaped chain of four main islands and 80 smaller islands; several of the islands have active volcanoes and there are several underwater volcanoes as well; More than 100 spoken local languages"
"Venice (centro storico)";"Mediterranean Sea";118;"flat and densely populated marsh islands in the Venetian Lagoon of Italy";continental;7.06;"Highly urbanised and compact conglomerate of 118 flat and fortified islands which are linked to each other by numerous bridges (centro storico).";1.0;-;-99;21;-99.00;-;60,233;2009;8,531.6;2009;-3.354;2010;35,260;2007;tourism;0.872;2010;"dependent (territory of Italy)";"The repeated invasion of mounted armies drove an increasing number of mainland inhabitants to the coast and the offshore saltmarsh islands for protection. A solid foundation for one of the fastest growing and most densely settled urban spaces of its time was created by ramming thousands of wooden pillars into the boggy, uninhabitable ground. Up to this day this island space extends over an incredible 118 small islands that are linked to each other by numerous bridges. A bird’s eye view of the city centre of Venice gives the impression of a single large island bisected by an s-shaped canal. Due to its favourable location between two global empires, the island city quickly advanced to one of the world’s most significant trading centres. From the late 7th century onwards it was the heart of an independent republic that maintained an extensive colonial empire and numerous trade posts in many areas of the then known world. The legendary wealth of its inhabitants was not only due to trade and significant geopolitical influence, but also to ship building which resembled modern assembly line production long before the industrial age on account of a high degree of systematization. With the discovery of the New World global trade increasingly shifted westwards. Venice gradually lost its significance, and the republic abruptly dissolved in 1797 when it was occupied by an important warlord. In its heyday the island city developed a rich cultural life; this and its unique visual appear-ance attracted artists and intellectuals from all over the world. Venice repeatedly became the setting for world-renowned literature and it is still a favoured location for film shoots. Its global fame has turned the urban island conglomerate into one of the most visited cities ever, regularly overburdening the local infrastructure, leading to serious processes of social change and also causing environmental problems. Rising sea levels, however, pose a much greater challenge to the island city today. The sea is gnawing away at the city’s foundations, squares and streets are flooded ever more frequently, and many basements of the once magnificent houses have become uninhabitable already. Still, the city is resisting the forces of nature. A huge and very expensive flood protection system, consisting of enor-mous hydraulic tide gates, is to stop the town from drowning."
"Viti Levu";Pacific;1;"largest island of the Republic of Fiji";"oceanic, coral";10,388.00;"Mainly flat coasts and a rugged, mountainous interior of volcanic origin. The island is divided into roughly equal halves by a north-south mountain range. The eastern side of the island experiences high rates of precipitation, while the western side is noticeably drier. The distribution of rainfall is the determining factor in the country’s vegetation. Dense forests and coastal mangrove swamps are found in the east and grasslands, with coconut palms on the coasts, in the west. Large parts of the island’s coastline is naturally protected by coral reefs.";1,324.0;"Mount Tomanivi";83;27;6.30;"Time span: 1972-2011; Completeness: 95%; Station ID: 742-012";580,000;2010;55.8;2010;-99.000;2010;3,687;2010;"agriculture, cocoa, copra, fishing, remittances, timber, tourism";0.699;2010;"dependent (territory of Fiji)";"Viti Levu has by far the largest land mass of the 332 islands that make up Fiji. Europeans have known about the islands since the 17th century, but its inhabitants, variously feared as cannibals or glorified as “noble savages”, did not lose their political independence until 1874 to the British crown. After a short period the new colonial power established the same sugar cane economy that had become such a success story on other islands under Crown rule, helping to sweeten the tea that people back home in British towns and cities had grown so very fond of.  The warm humid climate of Viti Levu was perfectly suited for growing sugar cane, so large parts of the wooded island were cleared to create huge sugar cane plantations. There was just one small problem: The indigenous population, stripped of its political freedom, refused to work on the white settler’s plantations. As a result, between 1879 and 1916 the British brought around 61,000 Indian contract workers to the island to do the hard labour in the fields. Most of these economic migrants had come to stay, and so Hindu temples soon characterised many coastal settlements. From the mid-20th century onwards the descendants of the Indian workers represented the majority of the population, leading to increasing ethnic tensions with the indigenous population who saw the privileged position they had enjoyed under the British increasing threatened. When the archipelago gained its independence in 1970, a constitution was drawn up that structurally disadvantaged the Indian population, triggering an ongoing phase of political unrest. Between 1987 and 2006 alone four coups took place, and international media repeatedly reported on the scenario of a “failed state”. Exclusion from the British Commonwealth and low world market prices for sugar put huge pressure on the local economy, leading to a mass exodus of the politically suppressed but economically dominant Indian population. Today tourism has replaced sugar as the most important economic factor.  Suva on the southeast coast of Viti Levu is Fiji's political and administrative capital as well as the largest and most cosmopolitan city in the southern Pacific Ocean (total urban population 2007: 330,000)."
